Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
61,74,Pm,,,0, ,(3/2+ 5/2+), ,49,3,s,49,3,EC+B+,100, , , , , , , , , , , , ,-7194.86,172054,-16747,210,1823.67,89,6161.534,78,11384.64,95,1694.61,76,8236.717,559,134924796,81000,-70052.075,75451,
61,76,Pm,,,0, ,11/2-, ,2.4,1,m,144,6,EC+B+,100, , , , , , , , , , , , ,-6046.323,44355,-15333.28,18,1439.82,18,5511.719,18,10974.25,70,2162.53,18,8263.651,95,136920479.522,14000,-74072.848,13041,
61,78,Pm,,,0, ,(5/2)+, ,4.15,5,m,249,3,EC+B+,100, , , , , , , , , , , , ,-5120.263,17414,-14074.04,18,1010.46,18,4513.461,31,10631.32,31,2771.14,18,8285.543,98,138916799.806,14592,-77500.481,13593,
61,80,Pm,,,0, ,5/2+, ,20.90,5,m,1254,3,EC+B+,100, , , , , , , , , , , , ,-4589.012,16375,-13138.30,19,253.86,16,3669.709,14,10380.53,28,3552.98,14,8303.94,99,140913555.084,15000,-80522.921,13972,
61,82,Pm,,,0, ,5/2+, ,265,7,d,22896000,604800,EC+B+,100, ,B+,0.0000057, , , , , ,3.8, , , ,-3443.499,3560,-12045.50,4,-566.77,8,1041.583,3,9889.92,24,4299.64,268,8317.733,21,142910938.073,3216,-82960.651,2996,
61,84,Pm,,,0, ,5/2+, ,17.7,4,Y,558557590,12622770,EC,100, ,A,0.00000028, , , , , , , , , ,-616.156,2539,-7373.26,254,2323.25,289,164.477,3,7922.70,153,4808.49,252,8302.657,20,144912755.773,3068,-81267.474,2859,
61,86,Pm,,,0, ,7/2+, ,2.6234,2,Y,82786440,6310,B-,100, , , , , , , , ,2.58, ,0.74, ,224.094,293,-6117.27,284,1601.07,143,-895.512,1971,7659.27,4,5405.36,48,8284.372,10,146915144.638,1501,-79042.260,1399,
61,88,Pm,,,0, ,7/2+, ,53.08,5,h,191090,180,B-,100, , , , , , , , ,3.3, , , ,1071.481,1875,-4799.31,202,1136.77,7,-1688.79,3,7269.86,6,5945.23,245,8261.526,15,148918341.658,2434,-76064.256,2267,
61,90,Pm,,,0, ,5/2+, ,28.40,4,h,102240,140,B-,100, , , , , , , , ,1.8, ,1.9, ,1190.217,4476,-4406.24,4,-366.91,16,-2443.075,5,7860.24,20,6995.28,4,8241.27,31,150921216.817,4994,-73386.063,4653,
61,92,Pm,,,0, ,5/2-, ,5.25,2,m,315,1.2,B-,100, , , , , , , , , , , , ,1911.862,9093,-3956.54,9,-2033.37,13,-3317.527,9,7464.96,27,7787.39,26,8221.152,59,152924156.436,9732,-70647.824,9066,
61,94,Pm,,,0, ,5/2-, ,41.5,2,s,41.5,0.2,B-,100, , , , , , , , , , , , ,3250.888,4946,-2556.07,5,-2585.22,13,-4656.207,10,6499.27,47,8403.93,53,8195.296,30,154928137.024,5065,-66939.931,4718,
61,96,Pm,,,0, ,(5/2-), ,10.56,10,s,10.56,0.1,B-,100, , , , , , , , , , , , ,4380.534,8265,-1007.93,11,-3153.5,14,-5835.5,26,6204.72,8,9112.37,200,8164.145,45,156933121.37,7521,-62297.043,7006,
61,98,Pm,,,0, , , ,1.5,2,s,1.5,0.2,B-,100, , , , , , , , , , , , ,5653.495,11644,624.65,11,-3563.93,20,-6747.28,300,5536.39,17,9789,201,8126.859,63,158939286.479,10777,-56554.280,10039,
61,100,Pm,,,0, ,(5/2-), ,1.05,15,s,1.05,0.15,B-,100, ,B-N, , , , , , , , , , ,6436,298,1928,298,-4120,423,-7647.0,499,5305,359,10391,423,8087,2,160946070,320,-50235,298,
61,102,Pm,,,0, ,(5/2-), ,0.43,35,s,0.4,0.3,B-,100, ,B-N, , , , , , , , , , ,7471,499,3209,445,-4586,565,,,4951,500,10988,565,8044,2,162953570,429,-43249,400,
62,67,Sm,,,0, ,(1/2+ 3/2+), ,0.55,10,s,0.55,0.1,EC+B+,100, ,ECP,0, , , , , , , , , ,,,,,3174,641,10881.0,582,11401,707,1503,582,8021,4,128954911,537,-42000,500,
62,69,Sm,,,0, , , ,1.2,2,s,1.2,0.2,EC+B+,100, ,ECP,0, , , , , , , , , ,-10863,566,-24521,641,2978,499,9527.0,448,10698,566,2026,446,8084,3,130946180,430,-50133,401,
62,71,Sm,,,0, ,(5/2+), ,2.89,16,s,2.89,0.16,EC+B+,100, ,ECP,0, , , , , , , , , ,-9995,422,-23102,499,2659,360,8176.646,302,10223,422,2892,333,8137,2,132938560,320,-57231,298,
62,73,Sm,,,0, ,(3/2+ 5/2+), ,10.3,5,s,10.3,0.5,EC+B+,100, ,ECP,0.02,0.01, , , , , , , , ,-8709,249,-21000,336,2485.9,157,7194.86,172,9552,249,3407.44,165,8177.626,1145,134932520,166000,-62857.215,154628,
62,75,Sm,,,0, ,(9/2-), ,45,1,s,45,1,EC+B+,100, , , , , , , , , , , , ,-7880.63,42620,-19854,200,1880.93,63,6046.323,44,9286.95,44,4145.58,81,8213.806,309,136926970.517,45512,-68026.525,42395,
62,77,Sm,4.9556,34,0, ,1/2+, ,2.57,10,m,154,6,EC+B+,100, , , , , , , , ,-0.53, , , ,-6982.177,17071,-18701.87,30,1408.47,22,5120.262,17,8953.77,16,4728.71,30,8243.078,78,138922296.634,11684,-72380.219,10884,
62,79,Sm,4.9517,34,0, ,1/2+, ,10.2,2,m,612,12,EC+B+,100, , , , , , , , ,-0.74, , , ,-6008.28,14285,-17019.29,52,1225.74,15,4589.012,16,8549.29,15,5009.17,26,8265.845,61,140918481.591,9167,-75933.909,8539,
62,81,Sm,4.9479,34,0, ,3/2+, ,8.75,6,m,525,4,EC+B+,100, , , , , , , , ,1.01, ,0.41, ,-5275.851,11338,-16275.00,30,71.87,28,3443.499,4,8602.00,4,5664.08,24,8288.182,20,142914634.821,3010,-79517.152,2804,
62,83,Sm,4.9651,34,0, ,7/2-, ,340,3,d,29376000,259200,EC,100, , , , , , , , ,-1.11, ,-0.6, ,-2659.81,2723,-13103.50,11,1116.4,3,616.156,3,6757.10,30,6524.20,267,8293.013,11,144913417.244,1694,-80651.318,1578,
62,85,Sm,4.9892,35,0, ,7/2-, ,1.060E11,11,Y,3.345034153306752e18,3.47126185720512e16,A,100, , , , , , , , ,-0.8148, ,-0.261, ,-1721.598,2281,-10220.13,6,2310.96,35,-224.094,1959,6341.36,283,7101.02,4,8280.575,9,146914904.064,1473,-79266.354,1372,
62,87,Sm,5.0134,35,0, ,7/2-, ,STABLE, , , , , , , , , , , , , , ,-0.6677, ,0.078, ,-694.625,3788,-8907.72,10,1871.3,96,-1071.481,2619,5870.79,89,7558.99,6,8263.466,9,148917191.375,1407,-77135.737,1311,
62,89,Sm,5.0550,57,0, ,5/2-, ,90,8,Y,2840123340,252455410,B-,100, , , , , , , , ,-0.3611, ,0.71, ,76.574,538,-7855.36,6,1145.55,96,-1190.216,5,5596.46,11,8268.11,20,8243.971,8,150919939.066,1367,-74576.279,1273,
62,91,Sm,5.0925,68,0, ,3/2+, ,46.284,4,h,166622,14,B-,100, , , , , , , , ,-0.0216, ,1.26, ,807.536,708,-7742.75,70,-609.14,194,-1911.862,9,5868.40,13,8594.47,26,8228.534,8,152922103.969,1309,-72559.686,1219,
62,93,Sm,,,0, ,3/2-, ,22.3,2,m,1338,12,B-,100, , , , , , , , , , ,1.13, ,1627.273,1202,-6524.02,112,-1672.75,109,-3250.888,5,5806.96,27,8967.81,46,8211.223,10,154924647.051,1595,-70190.819,1487,
62,95,Sm,,,0, ,(3/2-), ,8.03,7,m,482,4,B-,100, , , , , , , , , , , , ,2781.331,6136,-4666.35,6,-1772.2,5,-4380.534,8,5388.46,10,9802.90,6,8187.063,28,156928418.673,4759,-66677.577,4433,
62,97,Sm,,,0, ,5/2-, ,11.37,15,s,11.37,0.15,B-,100, , , , , , , , , , , , ,3835.51,7324,-3023.90,12,-2348.97,11,-5653.495,12,5028.85,8,10407.54,15,8157.495,37,158933217.202,6369,-62207.775,5934,
62,99,Sm,,,0, , , ,4.8,4,s,4.8,0.4,B-,100, , , , , , , , , , , , ,5119.562,12415,-1262.82,12,-2635.33,26,-6436.962,298,4508.49,9,10959,200,8122.041,42,160939160.143,7318,-56671.962,6817,
62,101,Sm,,,0, ,(1/2-), ,1.23,+51-47,s,1.23, ,B-,100, ,B-N, , , , , , , , , , ,5765,305,-88,300,-3338,423,-7471.0,499,4262,357,11639,423,8085,2,162945550,320,-50720,298,
62,103,Sm,,,0, ,(5/2-), ,0.98,21,s,0.98,0.21,B-,100, ,B-N, , , , , , , , , , ,6916,424,1501,416,-3645,566,,,3777,499,12227,566,8043,2,164952970,430,-43808,401,
63,68,Eu,,,0, ,3/2+, ,17.8,19,ms,0.0178,0.0019,P,89,9,EC+B+,11,9, , , , , , , , ,,,,,3091,566,10863.0,567,13658,641,-947.09,5,7995,3,130957842,430,-39270,401,
63,72,Eu,,,0, , , ,1.5,2,s,1.5,0.2,EC+B+,100, ,ECP, , , , , , , , , , ,-9757,445,-20917,446,3088,280,8709.215,250,12291,357,61,277,8107,1,134941870,210,-54148,196,
63,74,Eu,4.9762,95,0, ,(11/2-), ,11,2,s,11,2,EC+B+,100, , , , , , , , , , , , ,-8932,298,-19127,298,2836.84,50,7880.63,43,11974,196,623.98,13,8150.573,32,136935430.722,4700,-60145.895,4378,
63,76,Eu,4.9760,92,0, ,(11/2)-, ,17.9,6,s,17.9,0.6,EC+B+,100, , , , , , , , ,6.1, , , ,-7767,196,-17669,196,2229.12,77,6982.177,17,11719.69,31,1189.25,18,8187.218,95,138929792.31,14117,-65398.042,13151,
63,78,Eu,4.9697,91,0, ,5/2+, ,40.7,7,s,40.7,0.7,EC+B+,100, , , , , , , , ,3.494, ,0.85, ,-6701.405,23456,-16214.67,31,1722.3,18,6008.28,15,11011.01,53,1758.66,18,8217.684,90,140924931.745,13568,-69925.629,12639,
63,80,Eu,4.9636,91,0, ,5/2+, ,2.59,2,m,155.4,1.2,EC+B+,100, , , , , , , , , , , , ,-6010,200000,-15353.10,30,834.27,17,5275.852,11,10999.15,32,2543.80,11,8245.817,77,142920298.681,11793,-74241.300,10986,
63,82,Eu,4.9663,91,0, ,5/2+, ,5.93,4,d,512350,3460,EC+B+,100, , , , , , , , ,3.993, ,0.29, ,-5065.187,19953,-14303.32,28,106.5,14,2659.811,3,10443.69,11,3314.94,271,8269.274,21,144916272.668,3334,-77991.507,3106,
63,84,Eu,4.9938,94,0, ,5/2+, ,24.1,6,d,2082240,51840,EC,99.9978,0.0006,A,0.0022,0.0006, , , , ,3.724, ,0.55, ,-2187.811,2524,-9530.29,5,2990.98,3,1721.598,3,8498.53,6,3837.42,4,8263.541,18,146916752.276,2823,-77544.756,2630,
63,86,Eu,5.0202,103,0, ,5/2+, ,93.1,4,d,8043840,34560,EC,100, , , , , , , , ,3.565, ,0.716, ,-1314.101,4136,-8243.10,4,2401.45,5,694.625,4,8213.10,11,4393.82,4,8253.554,27,148917937.086,4241,-76441.112,3951,
63,88,Eu,5.0522,46,0, ,5/2+,GE,1.7E+18, ,Y,5.3646774156806395e25, ,A, , , , , , , , , ,3.4717, ,0.903, ,-464.116,2779,-6960.24,6,1964.49,107,-76.575,1837,7931.94,6,4890.69,55,8239.297,9,150919856.86,1422,-74652.854,1325,
63,90,Eu,5.1115,62,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,1.5324, ,2.412, ,-484.671,717,-6731.62,71,272.12,199,-807.536,1804,8550.28,12,5893.59,69,8228.699,9,152921237.043,1428,-73367.222,1330,
63,92,Eu,5.1221,69,0, ,5/2+, ,4.753,14,Y,149990070,441800,B-,100, , , , , , , , ,1.52, ,2.494, ,251.788,870,-6183.45,85,-856.94,5,-1627.273,2043,8151.29,40,6651.89,117,8216.674,9,154922900.102,1504,-71818.092,1401,
63,94,Eu,5.1351,75,0, ,5/2+, ,15.18,3,h,54650,110,B-,100, , , , , , , , ,1.5, ,2.6, ,1364.565,4203,-4995.31,4,-1236,10,-2781.331,6,7447.68,5,7387.45,9,8199.795,27,156925432.791,4572,-69458.908,4259,
63,96,Eu,5.1498,84,0, ,5/2+, ,18.1,1,m,1086,6,B-,100, , , , , , , , ,1.38, , , ,2518.15,4391,-3425.06,4,-1528.27,6,-3835.51,7,6859.41,11,8082.01,7,8176.697,27,158929099.612,4643,-66043.285,4325,
63,98,Eu,,,0, , , ,26,3,s,26,3,B-,100, , , , , , , , , , , , ,3714.299,10525,-1921.10,10,-1919.4,13,-5119.562,12,6382.38,14,8845.70,12,8148.98,65,160933664.066,11164,-61791.524,10399,
63,100,Eu,,,0, , , ,7.7,4,s,7.7,0.4,B-,100, , , , , , , , , , , , ,4829,65000,-275.80,66,-2355.52,66,-5764.886,305,5852.80,74,9244,206,8115.471,402,162939360.977,70364,-56484.886,65544,
63,102,Eu,,,0, , , ,2.3,2,s,2.3,0.2,B-,100, , , , , , , , , , , , ,5729,65000,979,172,-2913,328,-6916.0,424,5414,179,9910,328,8080,1,164945546,148,-50724,138,
63,104,Eu,,,0, ,(5/2+), ,1.3,5,s,1.3,0.5,B-,100, ,B-N, , , , , , , , , , ,6803,499,2448,445,-3186,565,,,4874,537,10570,565,8040,2,166952753,429,-44010,400,
64,71,Gd,,,0, ,(5/2+), ,1.1,2,s,1.1,0.2,EC+B+,100, ,ECP,18, , , , , , , , , ,-11565,566,,,3318,566,9758.0,445,11159,566,1751,499,8029,3,134952345,429,-44390,400,
64,73,Gd,,,0, ,(7/2), ,2.2,2,s,2.2,0.2,EC+B+,100, ,ECP, , , , , , , , , , ,-10246,499,-23155,582,3593,422,8931.895,298,10195,422,2259,357,8080,2,136945020,320,-51214,298,
64,75,Gd,,,0, ,(9/2-), ,5.8,9,s,5.8,0.9,EC+B+,100, ,ECP,0, , , , , , , , , ,-9501,357,-22034,357,2801,249,7766.042,196,9903,277,3171,198,8126,1,138938130,210,-57632,196,
64,77,Gd,,,0, ,1/2+, ,14,4,s,14,4,EC+B+,100, ,B+P,0.03,0.01, , , , , , , , ,-8683.387,107098,-20813.27,801,2377.39,47,6701.405,23,9513.27,34,3527.26,55,8164.608,140,140932126,21213,-63224.224,19760,
64,79,Gd,,,0, ,(1/2)+, ,39,2,s,39,2,EC+B+,100, , , , , , , , , , , , ,-7812.117,206750,-19743.10,729,1724,201,6010.0,201,9343.10,202,4206.80,203,8198.318,1401,142926750.682,215032,-68231.300,200301,
64,81,Gd,4.9786,77,0, ,1/2+, ,23.0,4,m,1380,24,EC+B+,100, , , , , , , , ,-0.74, , , ,-6537.909,108066,-18629.46,34,582.67,21,5065.187,20,9238.13,34,4596.16,22,8228.946,136,144921710.37,21158,-72926.320,19709,
64,83,Gd,,,0, ,7/2-, ,38.06,12,h,137020,430,EC+B+,100, , , , , , , , ,1.02, , , ,-4614.28,8147,-15664.65,45,1735.29,200,2187.811,3,7342.48,4,5528.37,6,8243.336,13,146919100.987,2109,-75356.945,1965,
64,85,Gd,,,0, ,7/2-, ,9.28,10,d,801790,8640,EC+B+,100, ,A,0.00043,0.0001, , , , ,0.88, , , ,-3638.343,4339,-12661.25,13,3099.39,3,1314.101,5,6929.00,3,6116.65,10,8239.484,23,148919347.831,3607,-75127.011,3360,
64,87,Gd,,,0, ,7/2-, ,123.9,10,d,10704960,86400,EC,100, ,A,0.0000008, , , , , ,0.77, , , ,-2565.233,3762,-11154.33,8,2652.7,291,464.117,3,6496.12,7,6685.47,7,8231.043,20,150920355.109,3280,-74188.737,3056,
64,89,Gd,,,0, ,3/2-, ,240.4,10,d,20770560,86400,EC,100, , , , , , , , ,0.38, , , ,-1569.213,3845,-10236.95,40,1828.27,74,484.671,1793,6246.95,13,7283.27,71,8220.418,8,152921757.359,1291,-72882.551,1203,
64,91,Gd,5.1319,41,0, ,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.25723, ,1.27, ,-819.83,9789,-9984.89,45,81.48,67,-251.788,1839,6435.24,18,7620.73,77,8213.251,8,154922629.796,1278,-72069.880,1191,
64,93,Gd,5.1449,42,0, ,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.3398, ,1.36, ,-60.043,297,-8803.99,4,-688.7,39,-1364.565,4,6359.88,15,8029.90,3,8203.504,8,156923967.87,1276,-70823.473,1189,
64,95,Gd,,,0, ,3/2-, ,18.479,4,h,66524,14,B-,100, , , , , , , , ,-0.44, , , ,970.927,759,-7162.09,99,-795.53,94,-2518.151,4,5943.21,8,8595.22,10,8187.614,7,158926396.267,1279,-68561.436,1192,
64,97,Gd,,,0, ,5/2-, ,3.66,5,m,220,3,B-,100, , , , , , , , , , , , ,1955.765,1442,-5740.88,143,-1253.16,5,-3714.3,11,5635.40,100,9314.33,10,8167.191,10,160929676.602,1741,-65505.824,1622,
64,99,Gd,,,0, ,(5/2- 7/2+), ,68,3,s,68,3,B-,100, , , , , , , , , , , , ,3282.185,9358,-3709.25,37,-1531.03,10,-4829.0,66,5104.80,9,9899.46,36,8140.297,52,162934176.832,9045,-61313.886,8426,
64,101,Gd,,,0, , , ,10.3,16,s,10.3,1.6,B-,100, , , , , , , , , , , , ,4113,65000,-2446,157,-2206,122,-5729.0,184,4750,159,10361,167,8110,1,164939395,130,-56453,121,
64,103,Gd,,,0, ,(5/2-), ,4.26,+18-32,s,4.26, ,B-,100, , , , , , , , , , , , ,5114,357,-1000,306,-2518,422,-6803.0,499,4355,357,10894,466,8076,2,166945450,320,-50813,298,
64,105,Gd,,,0, ,(7/2-), ,0.75,21,s,0.75,0.21,B-,100, ,B-N, , , , , , , , , , ,6176,585,498,585,-2770,643,,,3861,643,11701,709,8036,3,168952600,540,-44153,503,
65,70,Tb,,,0, ,(7/2-), ,0.94,+33-22,ms,0.00094, ,P,100, ,EC+B+, , , , , , , , , , ,,,,,4020,567,11565.0,566,,,-1188.00,7,7938,3,134964760,430,-32825,401,
65,74,Tb,,,0, , , ,1.6,2,s,1.6,0.2,EC+B+,0, ,P, , ,ECP, , , , , , , ,-10489,585,-21271,585,3593,357,9502.0,357,12533,422,-381,357,8052,2,138948330,320,-48130,298,
65,76,Tb,,,0, ,(5/2-), ,3.5,2,s,3.5,0.2,EC+B+,100, , , , , , , , , , , , ,-9158,316,-19782,414,3180.14,105,8683.387,107,12129.88,807,47.54,109,8097.475,747,140941448,113000,-54540.837,105259,
65,78,Tb,,,0, ,(11/2-), ,12,1,s,12,1,EC+B+,100, , , , , , , , , , , , ,-8250.242,52866,-18371,730,2553.94,53,7812.117,207,11930.99,702,748.64,58,8138.217,358,142935137.335,55000,-60419.183,51232,
65,80,Tb,,, , ,(3/2+), , , , , , , , , , , , , , , , , , , , ,-8145.812,109369,-17889.65,109,1112.3,110,6537.909,111,12091.55,113,1917.88,113,8178.461,753,144928729.105,117203,-66388.411,109174,
65,82,Tb,4.9201,1508,0, ,(1/2+), ,1.64,3,h,5900,110,EC+B+,100, , , , , , , , ,1.7, , , ,-6546.628,11997,-16259.06,11,1073.72,14,4614.28,8,11050.37,46,1945.85,9,8206.624,55,146924054.62,8695,-70742.665,8100,
65,84,Tb,4.9427,1506,0, ,1/2+, ,4.118,25,h,14820,90,EC+B+,83.3,1.7,A,16.7,1.7, , , , ,1.35, , , ,-3792.76,9162,-11700.44,9,4077.92,217,3638.342,5,9022.90,13,2508.31,3,8209.815,25,148923253.753,3936,-71488.669,3667,
65,86,Tb,4.9630,1504,0, ,1/2(+), ,17.609,14,h,63390,50,EC+B+,99.9905,0.0015,A,0.0095,0.0015, , , , ,0.919, , , ,-2871.099,4944,-10385.22,6,3496.34,4,2565.233,5,8589.10,8,3148.54,7,8208.873,27,150923109.001,4441,-71623.504,4137,
65,88,Tb,4.9950,1502,0, ,5/2+, ,2.34,1,d,202180,860,EC+B+,100, , , , , , , , ,3.44, ,1.08, ,-2170.394,1933,-9266.78,6,2702.86,5,1569.213,4,8667.74,40,3895.39,4,8205.048,26,152923441.978,4289,-71313.338,3995,
65,90,Tb,5.0391,1500,0, ,3/2+, ,5.32,6,d,459650,5180,EC,100, , , , , , , , ,2.01, ,1.41, ,-2094.5,1897,-8927.46,12,977.89,10,819.83,10,9165.06,46,4833.07,10,8202.914,64,154923509.921,10573,-71250.050,9849,
65,92,Tb,5.0489,1500,0, ,3/2+, ,71,7,Y,2240541740,220898480,EC,100, , , , , , , , ,2.01, ,1.4, ,-1338.872,5134,-8305.78,35,178.88,82,60.043,1705,8743.95,4,5517.49,33,8198.138,8,156924032.328,1311,-70763.430,1222,
65,94,Tb,5.0600,1500,0, ,3/2+, ,STABLE, , , , , , , , , , , , , , ,2.014, ,1.432, ,-365.229,1162,-7196.33,244,-139.19,114,-970.927,1732,8133.01,64,6131.79,76,8188.8,8,158925353.933,1348,-69532.363,1256,
65,96,Tb,,,0, ,3/2+, ,6.89,2,d,595300,1730,B-,100, , , , , , , , ,2.2, ,1.2, ,594.212,1260,-5860.18,126,-427.6,4,-1955.765,211,7696.65,55,6808.82,104,8174.479,8,160927577.001,1449,-67461.589,1350,
65,98,Tb,,,0, ,3/2+, ,19.5,3,m,1170,18,B-,100, , , , , , , , , , , , ,1785.099,4001,-4485.91,4,-977.7,6,-3282.185,9,6991.43,37,7604.64,6,8155.633,25,162930653.261,4372,-64596.071,4073,
65,100,Tb,,,0, ,(3/2+), ,2.11,10,m,127,6,B-,100, , , , , , , , , , , , ,3047,102,-2669,102,-1199,103,-4113.0,158,6559,143,8081,145,8130,1,164934980,110,-60566,102,
65,102,Tb,,,0, ,(3/2+), ,19.4,27,s,19,3,B-,100, , , , , , , , , , , , ,4004,205,-1413,196,-1867,206,-5114.0,357,6113,208,8686,277,8102,1,166939960,210,-55927,196,
65,104,Tb,,,0, ,(3/2+), ,5.1,3,s,5.1,0.3,B-,100, ,B-N, , , , , , , , , , ,5269,423,160,329,-2030,328,-6176.0,585,5677,422,9254,499,8068,2,168945970,320,-50329,298,
65,106,Tb,,,0, , , ,1.24,+9-10,s,1.24, ,B-,100, ,B-N, , , , , , , , , , ,6157,585,1560,540,-2446,642,,,5379,643,9941,780,8031,3,170952730,540,-44032,503,
66,73,Dy,,,0, ,(7/2+), ,0.6,2,s,0.6,0.2,EC+B+,100, ,ECP,11, , , , , , , , , ,,,,,4324,642,10488.0,585,10782,711,1262,585,7971,4,138959590,540,-37642,503,
66,75,Dy,,,0, ,(9/2-), ,0.9,2,s,0.9,0.2,EC+B+,100, ,B+P, , , , , , , , , , ,-11018,499,-24195,585,3406,422,9158.837,316,10624,499,2189,854,8027,2,140951280,320,-45382,298,
66,77,Dy,,,0, ,(1/2+), ,5.6,10,s,5.6,1,EC+B+,100, ,ECP, , , , , , , , , , ,-10121,298,-22990,401,3038,196,8250.242,53,10121,729,2898.40,701,8075.052,91,142943994.335,14000,-52168.941,13041,
66,79,Dy,,,0, ,(1/2+), ,6,2,s,6,2,EC+B+,100, ,ECP,50, , , , , , , , , ,-9122.493,9902,-21704.40,11,2556.71,21,8145.812,109,9743.83,10,3163.39,29,8116.888,45,144937473.994,7000,-58242.599,6520,
66,81,Dy,,,0, ,(1/2+), ,67,7,s,67,7,EC+B+,100, ,B+P,0.05, , , , , , , , , ,-8438.945,10164,-21029.14,11,1610.35,201,6546.627,12,9712.44,11,3721.40,46,8156.767,60,146931082.715,9500,-64196.038,8849,
66,83,Dy,5.0567,2394,0, ,(7/2-), ,4.20,14,m,252,8,EC+B+,100, , , , , , , , ,-0.119, ,-0.62, ,-6049.33,12803,-17776.07,84,2805.5,22,3792.76,10,7907.68,12,4447.80,15,8179.109,62,148927325.448,9898,-67695.909,9221,
66,85,Dy,5.0801,2435,0, ,7/2(-), ,17.9,3,m,1074,18,EC+B+,94.4,0.4,A,5.6,0.4, , , , ,-0.945, ,-0.3, ,-5129.667,8756,-14877.84,15,4179.62,264,2871.099,5,7514.12,5,4935.65,8,8184.678,22,150926191.253,3535,-68752.405,3293,
66,87,Dy,5.1035,2516,0, ,7/2(-), ,6.4,1,h,23040,360,EC+B+,99.9906,0.0014,A,0.0094,0.0014, , , , ,-0.782, ,-0.02, ,-4130.84,6157,-13609.49,13,3559.15,4,2170.395,6,7096.39,6,5715.00,40,8185.749,26,152925771.992,4346,-69142.943,4048,
66,89,Dy,5.1457,2751,0, ,3/2-, ,9.9,2,h,35640,720,EC+B+,100, , , , , , , , ,-0.339, ,0.967, ,-3116.011,16590,-12587.56,13,2608.27,10,2094.5,14,6832.96,12,6288.22,46,8184.354,62,154925758.459,10375,-69155.550,9665,
66,91,Dy,5.1709,2936,0, ,3/2-, ,8.14,4,h,29300,140,EC+B+,100, , , , , , , , ,-0.301, ,1.3, ,-2591.725,23787,-12016.91,60,1033.08,5,1338.872,5,6966.91,5,6622.73,6,8184.627,33,156925469.667,5557,-69424.558,5177,
66,93,Dy,5.1825,3031,0, ,3/2-, ,144.4,2,d,12476160,17280,EC,100, , , , , , , , ,-0.354, ,1.37, ,-1837.6,2683,-11050.86,27,477.83,133,365.229,1978,6831.10,260,6985.44,132,8181.583,10,158925746.023,1640,-69167.134,1528,
66,95,Dy,5.1962,459,0, ,5/2+, ,STABLE, , , , ,A, , , , , , , , , ,-0.4803, ,2.468, ,-858.53,2166,-9744.39,15,342.76,112,-594.212,1553,6454.39,8,7508.51,117,8173.31,5,160926939.088,824,-68055.801,768,
66,97,Dy,5.2099,120,0, ,5/2-, ,STABLE, , , , , , , , , , , , , , ,0.6726, ,2.648, ,-2.834,19,-8410.95,3,-244.65,112,-1785.099,4,6271.01,5,7994.18,36,8161.785,5,162928736.879,821,-66381.170,765,
66,99,Dy,,,0, ,7/2+, ,2.334,1,h,8402,4,B-,100, , , , , , , , ,-0.52, ,-3.49, ,1286.4,829,-6702.42,142,-531.7,155,-3046.606,102,5715.96,5,8823.61,100,8143.909,5,164931709.054,825,-63612.606,769,
66,101,Dy,,,0, ,(1/2-), ,6.20,8,m,372,5,B-,100, , , , , , , , , , , , ,2350,60000,-4930.61,60,-1041.66,61,-4003.626,205,5417.15,60,9334.81,92,8120.992,361,166935661.823,64657,-59930.626,60228,
66,103,Dy,,,0, ,(5/2)-, ,39,8,s,39,8,B-,100, , , , , , , , , , , , ,3200,300000,-3607.32,302,-1569,324,-5268.177,423,5108.93,332,10164,423,8094.763,1779,168940313.971,322782,-55597.177,300670,
66,105,Dy,,,0, , , ,4.1,4,s,4.1,0.4,B-,100, , , , , , , , , , , , ,4330,670,-2022,302,-1801,422,-6157.0,585,4597,357,10754,499,8063,2,170946120,320,-50189,298,
66,107,Dy,,,0, ,(9/2+), ,1.43,20,s,1.43,0.2,B-,100, , , , , , , , , , , , ,5412,499,-526,446,-2211,643,,,4001,499,11377,643,8027,2,172952830,430,-43939,401,
67,74,Ho,,,0, ,(7/2-), ,4.1,1,ms,0.0041,0.0001,P,100, , , , , , , , , , , , ,,,,,4178,567,11018.0,500,13177,643,-1176.78,7,7943,3,140963108,430,-34364,401,
67,76,Ho,,,0, ,(11/2-), , , , , , ,ECP, , ,EC+B+, , , , , , , , , , ,-10788,499,-22089,582,3658,422,10120.941,298,12869,499,-783,787,7999,2,142954860,320,-42048,298,
67,78,Ho,,,0, ,(11/2-), ,2.4,1,s,2.4,0.1,EC+B+,100, , , , , , , , , , , , ,-9880,200,-20584,196,2995.82,106,9122.494,10,12581.91,11,-161.01,10,8048.578,51,144947267.394,8000,-49120.105,7452,
