Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
67,80,Ho,,,0, ,(11/2-), ,5.8,4,s,5.8,0.4,EC+B+,100, , , , , , , , , , , , ,-9149.286,38517,-19506.40,8,2237.18,51,8438.946,10,12590.19,8,491.14,8,8094.037,34,146940142.295,5368,-55757.092,5001,
67,82,Ho,,,0, ,(11/2-), ,21.1,2,s,21.1,0.2,EC+B+,100, , , , , , , , , , , , ,-7904.963,30408,-18238.91,16,2316.92,110,6049.331,15,11726.74,85,1076.00,12,8133.259,80,148933819.672,12871,-61646.578,11990,
67,84,Ho,5.0398,354,0, ,(11/2-), ,35.2,1,s,35.2,0.1,EC+B+,78,3,A,22,3, , , , , , , , ,-5356.454,18444,-13862.74,19,4695.01,182,5129.667,9,9748.17,16,1602.11,9,8145.526,55,150931698.177,8912,-63622.738,8302,
67,86,Ho,5.0760,339,0, ,11/2-, ,2.01,3,m,120.6,1.8,EC+B+,99.949,0.025,A,0.051,0.025, , , , ,6.81, ,-1.1, ,-4543.499,9916,-12583.04,10,4051.65,4,4130.84,7,9478.65,13,2183.20,7,8153.637,33,152930206.632,5468,-65012.103,5094,
67,88,Ho,5.1076,325,0, ,5/2+, ,48,1,m,2880,60,EC+B+,100, , , , , , , , ,3.51, ,1.52, ,-3830.35,18474,-11505.84,18,3159.05,18,3116.011,20,9471.54,19,2934.60,19,8159.203,113,154929103.634,18759,-66039.539,17474,
67,90,Ho,5.1535,316,0, ,7/2-, ,12.6,2,m,756,12,EC+B+,100, , , , , , , , ,4.35, ,2.97, ,-3419.194,33668,-10692.44,34,2055.59,24,2591.726,24,9425.19,64,3592.84,23,8163.136,149,156928251.999,25195,-66832.832,23469,
67,92,Ho,5.1675,314,0, ,7/2-, ,33.05,11,m,1983,7,EC+B+,100, , , , , , , , ,4.28, ,3.19, ,-2768.5,2000,-10097.04,25,1495.6,10,1837.6,3,9213.26,27,4211.16,4,8165.105,19,158927718.768,3314,-67329.534,3088,
67,94,Ho,5.1785,313,0, ,7/2-, ,2.48,5,h,8930,180,EC,100, , , , , , , , ,4.25, ,3.22, ,-1995.663,9011,-9204.36,24,1141.24,244,858.531,237,8885.86,15,4813.51,216,8163.119,14,160927860.759,2406,-67197.270,2242,
67,96,Ho,5.1907,313,0, ,7/2-, ,4570,25,Y,144215151700,788923150,EC,100, , , , , , , , ,4.22, ,3.6, ,-1210.612,4575,-8115.13,30,729.11,117,2.835,1082,8408.11,3,5485.83,5,8156.968,5,162928739.921,821,-66378.335,765,
67,98,Ho,5.2022,312,0, ,7/2-, ,STABLE, , , , , , , , , , , , , , ,4.177, ,3.58, ,-377.396,1033,-7027.43,83,137.67,145,-1286.4,12,7988.82,114,6220.01,83,8146.964,6,164930328.047,1084,-64899.006,1010,
67,100,Ho,,,0, ,7/2-, ,3.1,1,h,11160,360,B-,100, , , , , , , , , , , , ,1010.554,5208,-5425.90,5,-109.47,7,-2350.0,60,7280.61,5,6984.81,5,8130.379,31,166933138.994,5618,-62280.626,5234,
67,102,Ho,,,0, ,7/2-, ,4.72,10,m,283,6,B-,100, , , , , , , , , , , , ,2125.927,20053,-3877.32,20,-656,104,-3200.0,301,6807.32,36,7526.58,141,8109.068,119,168936878.63,21534,-58797.177,20060,
67,104,Ho,,,0, ,(7/2-), ,53,2,s,53,2,B-,100, , , , , , , , , , , , ,3200,600000,-2481.59,600,-1017,631,-4329.956,670,6351.59,602,8145,631,8083.608,3509,170941471.49,644128,-54518.956,600002,
67,106,Ho,,,0, ,(7/2-), ,6.9,5,s,6.9,0.5,B-,100, , , , , , , , , , , , ,4304,357,-938,298,-1447,422,-5412.0,500,5938,357,8630,422,8054,2,172947020,320,-49351,298,
67,108,Ho,,,0, ,(7/2-), ,1.9,6,s,1.9,0.6,B-,100, ,B-N, , , , , , , , , , ,5449,566,675,499,-1596,643,,,5584,499,9121,643,8019,2,174953620,430,-43203,401,
68,75,Er,,,0, , , , , , , , , , , , , , , , , , , , , , ,,,,,3957,642,10788.0,499,11302,640,1299,566,7918,3,142966441,429,-31260,400,
68,77,Er,,,0, ,(1/2+), , , , , , , , , , , , , , , , , , , , ,-11657,280,-25052,447,3717,359,9880.105,200,10704,280,1920,200,7975,1,144957874,215,-39240,200,
68,79,Er,,,0, ,(1/2+),AP,2.5, ,s,2.5, ,EC+B+,100, ,B+P,0, , , , , , , , , ,-10633.406,38799,-23624,204,3136.22,40,9149.285,39,10357.11,39,2658.56,39,8026.475,260,146949964.458,41000,-46607.807,38191,
68,81,Er,,,0, ,(1/2+), ,4,2,s,4,2,EC+B+,100, ,ECP,7,2, , , , , , , , ,-9859,198,-23047.91,30,2076.07,29,7904.963,30,10333.94,30,3039.43,88,8074.955,188,148942306,30000,-53741.615,27945,
68,83,Er,,,0, ,(7/2-), ,23.5,20,s,23.5,2,EC+B+,100, , , , , , , , , , , , ,-7493.528,25460,-19847,196,3504.84,19,5356.454,18,8506.29,24,3609.37,22,8104.872,109,150937448.567,17681,-58266.284,16470,
68,85,Er,,,0, ,(7/2-), ,37.1,2,s,37.1,0.2,A,53,3,EC+B+,47,3, , , , ,-0.934, ,-0.42, ,-6495.276,12891,-16819.65,55,4802.39,140,4543.499,11,8039.54,12,4152.80,15,8118.827,61,152935084.279,10006,-60468.604,9321,
68,87,Er,,,0, ,7/2-, ,5.3,3,m,318,18,EC+B+,99.978,0.007,A,0.022,0.007, , , , ,-0.669, ,-0.27, ,-5583.276,11515,-15853.38,16,4118.3,5,3830.35,19,7675.49,8,4858.85,10,8129.444,39,154933215.684,6546,-62209.189,6098,
68,89,Er,,,0, ,3/2-, ,18.65,10,m,1119,6,EC+B+,100, , , , , , , , ,-0.412, ,0.92, ,-4704.366,38515,-14650.41,30,3304.39,27,3419.193,35,7273.25,36,5223.64,66,8136.375,169,156931922.655,28454,-63413.639,26505,
68,91,Er,,,0, ,3/2-, ,36,1,m,2160,60,EC+B+,100, , , , , , , , ,-0.304, ,1.17, ,-3990.637,28186,-13929.16,25,2169.6,10,2768.5,5,7328.54,25,5662.41,27,8142.773,23,158930690.875,3949,-64561.034,3679,
68,93,Er,,,0, ,3/2-, ,3.21,3,h,11560,110,EC+B+,100, , , , , , , , ,-0.365, ,1.361, ,-3302.9,29292,-12970.90,35,1798.03,10,1995.662,9,7208.70,26,6107.85,17,8145.864,55,160930003.191,9425,-65201.608,8780,
68,95,Er,,,0, ,5/2-, ,75.0,4,m,4500,24,EC+B+,100, , , , , , , , ,0.557, ,2.55, ,-2439,3000,-11761.25,26,1574.5,5,1210.612,5,6904.52,5,6415.15,6,8144.741,28,162930039.567,4980,-65167.723,4639,
68,97,Er,,,0, ,5/2-, ,10.36,4,h,37300,140,EC,100, , , , , , , , ,0.643, ,2.71, ,-1591.99,1538,-10688.89,24,1109.27,61,377.396,1396,6650.04,59,6829.08,154,8139.936,6,164930733.198,1034,-64521.610,964,
68,99,Er,5.2560,31,0, ,7/2+, ,STABLE, , , , , , , , , , , , , , ,-0.56385, ,3.565, ,-747.539,1501,-9474.12,12,665.07,112,-1010.554,5,6436.46,18,7508.82,93,8131.746,7,166932054.119,1252,-63291.180,1166,
68,101,Er,,,0, ,1/2-, ,9.392,18,d,811470,1560,B-,100, , , , , , , , ,0.515, , , ,352.108,1114,-7681.50,188,264.59,113,-2125.927,20,6003.25,15,8150.90,30,8117.019,7,168934596.353,1265,-60923.104,1179,
68,103,Er,,,0, ,5/2-, ,7.516,2,h,27058,7,B-,100, , , , , , , , ,0.659, ,2.86, ,1491.342,1256,-5994.42,183,-213.25,60,-3200.0,600,5681.59,35,8769.25,50,8097.746,9,170938036.148,1670,-57718.956,1557,
68,105,Er,,,0, ,(7/2-), ,1.4,1,m,84,6,B-,100, , , , , , , , , , , , ,2602,196,-4351,196,-482,359,-4303.0,357,5242,196,9459,277,8074,1,172942400,210,-53654,196,
68,107,Er,,,0, ,(9/2+), ,1.2,3,m,72,18,B-,100, , , , , , , , , , , , ,3659,404,-2859,403,-888,499,-5449.0,567,4774,499,10251,499,8045,2,174947770,430,-48652,401,
68,109,Er,,,0, , ,GT,160, ,ns,0.00000016, ,B-, , , , , , , , , , , , , ,4611,585,-1558,513,-1344,643,,,4299,643,10857,711,8013,3,176953990,540,-42858,503,
69,76,Tm,,,0, ,(11/2-), ,3.17,20,us,0.00000317,0.0000002,P,100, , , , , , , , , , , , ,,,,,4357,446,11657.0,280,13395,445,-1736.10,7,7889,1,144970389,210,-27583,196,
69,78,Tm,,,0, ,11/2-, ,0.58,3,s,0.58,0.03,EC+B+,85,5,P,15,5, , , , , , , , ,,,,,3648,298,10633.407,39,12990,200,-1058.64,3,7948.817,47,146961379.89,7341,-35974.400,6839,
69,80,Tm,,,0, ,(11/2-), ,0.9,2,s,0.9,0.2,EC+B+,100, ,ECP,0.2, , , , , , , , , ,-10684,358,-21624,445,2813,196,9858.615,198,13189,196,-307,196,8004,1,148952890,210,-43883,196,
69,82,Tm,,,0, ,(11/2-), ,4.17,11,s,4.17,0.11,EC+B+,100, , , , , , , , , , , , ,-9230.414,300136,-20206,301,2559.42,20,7493.528,25,12353,197,230.41,9,8050.064,129,150945493.201,20843,-50772.756,19416,
69,84,Tm,5.0643,190,0, ,(11/2-), ,1.48,1,s,1.48,0.01,A,91,3,EC+B+,9,3, , , , ,6.93, ,0.5, ,-6765,196,-15774.27,150,5248.33,145,6495.275,15,10324.37,55,761.92,12,8071.261,78,152942057.244,12864,-53973.329,11983,
69,86,Tm,,,0, ,11/2-, ,21.6,2,s,21.6,0.2,EC+B+,99.11,0.24,A,0.89,0.24, , , , , , , , ,-6123.305,19341,-14765.15,20,4571.91,5,5583.276,12,10270.10,17,1309.86,11,8088.375,64,154939209.578,10654,-56625.913,9925,
69,88,Tm,5.1140,74,0, ,1/2+, ,3.63,9,m,218,5,EC+B+,100, , , , , , , , ,0.476, , , ,-5287.374,30003,-13514.87,29,3877.91,28,4704.366,39,9946.04,31,1786.53,37,8101.428,178,156936973,30000,-58709.273,27945,
69,90,Tm,5.1392,60,0, ,5/2+, ,9.13,16,m,548,10,EC+B+,100, , , , , , , , ,3.42, ,1.93, ,-4731.792,33129,-12631.48,29,3044.23,33,3990.636,28,9938.52,38,2555.56,38,8112.754,176,158934975,30000,-60570.398,27945,
69,92,Tm,5.1616,50,0, ,7/2+, ,30.2,8,m,1812,48,EC+B+,100, , , , , , , , ,2.4, ,2.9, ,-4059.308,31885,-11807.32,29,2509.21,36,3302.9,29,9668.00,44,3123.45,37,8120.49,174,160933549,30000,-61898.708,27945,
69,94,Tm,5.1849,42,0, ,1/2+, ,1.810,5,h,6516,18,EC+B+,100, , , , , , , , ,-0.082, , , ,-3429.629,16309,-10973.69,16,2175.9,6,2439.0,7,9322.25,27,3683.17,5,8124.979,34,162932657.941,5930,-62728.723,5524,
69,96,Tm,5.2004,38,0, ,1/2+, ,30.06,3,h,108220,110,EC+B+,100, , , , , , , , ,-0.139, , , ,-2634.239,26592,-9983.52,15,1842.73,272,1591.989,1929,9096.90,24,4275.70,155,8125.546,10,164932442.269,1793,-62929.621,1671,
69,98,Tm,5.2129,36,0, ,1/2+, ,9.25,2,d,799200,1730,EC,100, , , , , , , , ,-0.197, , , ,-1953.065,3798,-9019.22,7,1409.78,142,747.539,1745,8726.58,12,4906.57,148,8122.585,8,166932856.635,1393,-62543.641,1298,
69,100,Tm,5.2256,35,0, ,1/2+, ,STABLE, , , , , , , , , , , , , , ,-0.2316, , , ,-897.65,1141,-7764.63,112,1198.88,106,-352.108,1432,8033.61,150,5573.01,110,8114.473,5,168934218.35,871,-61275.212,812,
69,102,Tm,5.2388,37,0, ,1/2+, ,1.92,1,Y,60589300,315570,B-,100, , , , , , , , ,-0.2303, , , ,96.512,972,-6517.70,97,645.41,5,-1491.342,1835,7485.76,123,6390.59,124,8101.893,6,170936435.126,1043,-59210.298,972,
69,104,Tm,,,0, ,(1/2+), ,8.24,8,h,29660,290,B-,100, , , , , , , , , , , , ,1295.166,4400,-5071.93,4,116.2,21,-2602.059,196,6953.00,7,7061.42,6,8084.463,25,172939606.632,4723,-56256.059,4400,
69,106,Tm,,,0, ,(1/2+), ,15.2,5,m,912,30,B-,100, , , , , , , , , , , , ,2385,50000,-3437.35,50,-216.51,602,-3658.549,404,6517.35,67,7650,302,8061.766,286,174943842.313,53677,-52310.549,50000,
69,108,Tm,,,0, ,(7/2-), ,90,6,s,90,6,B-,100, , , , , , , , , , , , ,3517,298,-2049,298,-543,422,-4611.0,585,6169,314,8127,499,8035,2,176949040,320,-47469,298,
69,110,Tm,,,0, , ,GT,160, ,ns,0.00000016, ,B-, , , , , , , , , , , , , ,4937,540,24,503,-823,643,,,5556,643,8629,780,8002,3,178955340,540,-41601,503,
69,112,Tm,,,0, , ,GT,160, ,ns,0.00000016, ,B-N, , ,B-, , , , , , , , , , ,5918,667,1358,667,,,,,5322,780,,,7967,3,180962243,640,-35170,596,
70,79,Yb,,,0, ,(1/2+ 3/2+), ,0.7,2,s,0.7,0.2,ECP,100, ,EC+B+,100, , , , , , , , , ,,,,,3617,361,10685.0,358,10939,500,1722,300,7927,2,148964360,322,-33198,300,
70,81,Yb,,,0, ,(1/2+), ,1.6,1,s,1.6,0.1,EC+B+,100, ,ECP,0, , , , , , , , , ,-11434,425,-24974,425,2640.55,303,9230.414,301,10975,425,2340,359,7983.755,1990,150955402.458,322591,-41542.342,300492,
70,83,Yb,,,0, ,7/2-, ,4.2,2,s,4.2,0.2,A,60, ,EC+B+,40, ,B+P,0.008, , ,-1.05, ,-1.5, ,-8835,247,-21857,277,4109,198,6765.329,196,9009,246,2777,203,8022,1,152949320,210,-47208,196,
70,85,Yb,5.1040,110,0, ,(7/2-), ,1.793,19,s,1.793,0.019,A,89,4,EC+B+,11,4, , , , ,-0.913, ,-0.5, ,-7957.561,25416,-18859,197,5338.76,206,6123.305,19,8641.84,24,3364.45,22,8043.823,107,154945783.217,17820,-50502.608,16600,
70,87,Yb,5.1324,100,0, ,7/2-, ,38.6,10,s,38.6,1,EC+B+,99.5, ,A,0.5, , , , , ,-0.639, , , ,-6981.376,14241,-17793.67,55,4621.79,6,5287.375,30,8227.49,14,3876.32,18,8062.767,70,156942649.23,11723,-53421.898,10920,
70,89,Yb,5.1629,84,0, ,5/2(-), ,1.67,9,m,100,5,EC+B+,100, , , , , , , , ,-0.366, ,-0.22, ,-6130.002,41655,-16697.73,23,3945.67,19,4731.792,33,7899.69,19,4424.38,31,8078.074,112,158940054.787,19102,-55838.606,17794,
70,91,Yb,5.1889,72,0, ,3/2-, ,4.2,2,m,252,12,EC+B+,100, , , , , , , , ,-0.327, ,1.03, ,-5277.056,31885,-15640.78,59,3149.32,31,4059.308,32,7748.01,17,4826.34,38,8090.417,95,160937906.846,16483,-57839.400,15354,
70,93,Yb,5.2157,64,0, ,3/2-, ,11.05,35,m,663,21,EC+B+,100, , , , , , , , ,-0.374, ,1.24, ,-4507.685,31890,-14538.66,77,2837.02,16,3429.629,16,7544.06,21,5110.27,30,8099.138,94,162936339.8,16493,-59299.094,15364,
70,95,Yb,5.2399,57,0, ,5/2-, ,9.9,3,m,594,18,EC+B+,100, , , , , , , , ,0.478, ,2.48, ,-3853.14,35432,-13724.33,39,2481.31,28,2634.239,27,7349.28,31,5680.32,36,8104.839,161,164935270.241,28490,-60295.382,26539,
70,97,Yb,5.2621,56,0, ,5/2-, ,17.5,2,m,1050,12,EC+B+,100, , , , , , , , ,0.623, ,2.7, ,-3089.451,31920,-12640.91,30,2152.23,6,1953.065,4,7066.15,8,5991.17,12,8106.205,24,166934953.337,4273,-60590.576,3981,
70,99,Yb,5.2771,56,0, ,7/2+, ,32.018,5,d,2766360,430,EC,100, , , , , , , , ,-0.635, ,3.54, ,-2293,3000,-11381.03,39,1719.13,133,897.649,1453,6866.98,15,6353.61,189,8104.532,7,168935182.016,1293,-60377.563,1205,
70,101,Yb,5.2906,57,0, ,1/2-, ,STABLE, , , , , , , , , , , , , , ,0.49367, , , ,-1478.414,1862,-10071.90,17,1559.45,117,-96.512,972,6614.21,1,6799.93,80,8097.882,0,170936331.517,14,-59306.810,13,
70,103,Yb,5.3046,59,0, ,5/2-, ,STABLE, , , , , , , , , , , , , , ,-0.67989, ,2.8, ,-670.31,1567,-8886.56,234,946.96,118,-1295.166,4,6367.10,2,7465.82,6,8087.427,0,172938216.215,12,-57551.225,11,
70,105,Yb,5.3135,61,0, ,(7/2-), ,4.185,1,d,361580,90,B-,100, , , , , , , , ,0.58, , , ,470.033,1206,-7196.67,157,598.49,156,-2385.0,50,5822.35,7,8120.01,45,8070.925,0,174941281.91,76,-54695.549,71,
70,107,Yb,,0,0, ,(9/2+), ,1.911,3,h,6880,11,B-,100, , , , , , , , , , , , ,1397.409,1240,-5675.48,123,243,196,-3517.397,298,5566.40,22,8904.05,100,8049.973,1,176945263.848,236,-50986.397,220,
70,109,Yb,,,0, ,(1/2-), ,8.0,4,m,480,24,B-,100, , , , , , , , , , , , ,2521,196,-4271,196,-310,446,-4936.0,540,4913,196,9711,446,8025,1,178950040,210,-46537,196,
70,111,Yb,,,0, , ,GT,160, ,ns,0.00000016, ,B-, , , , , , , , , , , , , ,3709,324,-2483,306,-655,585,-5918.0,666,4560,422,10457,585,7996,2,180955890,320,-41088,298,
70,113,Yb,,,0, , ,GE,222, ,ns,0.000000222, ,B-,100, , , , , , , , , , , , ,4616,408,-1291,446,,,,,4351,566,,,7964,2,182962319,430,-35100,401,
70,115,Yb,,,0, , ,GT,160, ,ns,0.00000016, ,B-, , , , , , , , , , , , , ,5388,585,-159,585,,,,,4031,711,,,7929,3,184969404,540,-28500,503,
71,80,Lu,,,0, ,11/2-, ,80.6,20,ms,0.0806,0.002,P,63.4,0.9,EC+B+,36.6,0.9, , , , , , , , ,,,,,3441,300,11434.342,425,13540,424,-1240.97,182,7903,2,150967677,322,-30108,300,
71,82,Lu,,,0, ,11/2-, ,0.9,2,s,0.9,0.2,A,70, ,EC+B+,30, , , , , , , , , ,-11073,335,,,3085,247,8835.156,247,13022,247,-608.57,10,7959.07,981,152958805.054,161068,-38372.844,150034,
71,84,Lu,,,0, ,11/2-, ,68,1,ms,0.068,0.001,A,90,2,EC+B+,10,2, , , , , , , , ,-8375,299,-17946,301,5802.79,257,7957.561,25,10901,197,-98.07,8,7987.436,124,154954326.011,20661,-42545.047,19246,
71,86,Lu,,,0, ,(1/2+ 3/2+), ,6.8,18,s,6.8,1.8,A,0, , , , , , , , , , , , ,-7537,196,-16694.94,150,5107.89,285,6981.375,16,10812.30,55,463.77,12,8013.317,77,156950144.045,12965,-46440.523,12078,
71,88,Lu,,,0, , , ,12.1,10,s,12.1,1,EC+B+,100, ,A,0.1, , , , , , , , , ,-6856.004,41246,-15677.53,42,4492.39,39,6130.002,42,10567.73,41,987.34,39,8034.6,237,158946635.615,40433,-49708.604,37663,
71,90,Lu,5.2293,320,0, ,1/2+, ,77,2,s,77,2,EC+B+,100, , , , , , , , ,0.223, , , ,-6247.672,35909,-14694.72,30,3722.01,40,5277.056,32,10363.72,63,1688.61,29,8052.781,174,160943572,30000,-52562.344,27945,
71,92,Lu,5.2567,312,0, ,1/2(+), ,3.97,13,m,238,8,EC+B+,100, , , , , , , , ,0.0769, , , ,-5527.726,37348,-13693.72,29,3354.07,40,4507.685,32,10030.97,80,2254.03,32,8066.684,171,162941179,30000,-54791.409,27945,
71,94,Lu,5.2830,307,0, ,1/2+, ,10.74,10,m,644,6,EC+B+,100, , , , , , , , ,-0.0245, , , ,-4806.734,38539,-12695.05,31,3031.55,39,3853.14,38,9871.19,39,2713.79,31,8076.745,161,164939406.758,28490,-56442.242,26539,
71,96,Lu,5.3108,303,0, ,7/2+, ,51.5,10,m,3090,60,EC+B+,100, , , , , , , , ,2.325, ,3.275, ,-4033.369,42237,-11713.46,42,2802.68,32,3089.451,32,9551.46,43,3194.36,32,8083.021,190,166938270,34000,-57501.125,31671,
71,98,Lu,5.3290,302,0, ,7/2+, ,34.06,5,h,122620,180,EC+B+,100, , , , , , , , ,2.295, ,3.48, ,-3367.673,28131,-10795.33,28,2420.14,4,2293.0,3,9088.03,39,3791.63,3,8086.335,19,168937643.653,3470,-58084.563,3233,
71,100,Lu,5.3436,302,0, ,7/2+, ,8.247,23,d,712540,1990,EC+B+,100, , , , , , , , ,2.293, ,3.525, ,-2397.05,28936,-9645.86,28,2290.33,227,1478.415,1862,8593.49,17,4353.45,186,8084.661,11,170937918.66,1998,-57828.395,1862,
71,102,Lu,5.3577,303,0, ,7/2+, ,1.37,1,Y,43232990,315570,EC,100, , , , , , , , ,2.34, , , ,-1469.132,27989,-8550.01,24,1969.38,176,670.309,1567,8216.25,224,4914.44,157,8079.03,9,172938935.822,1682,-56880.916,1567,
71,104,Lu,5.3700,304,0, ,7/2+, ,STABLE, , , , , , , , , , , , , , ,2.2327, ,3.49, ,-683.92,1952,-7392.42,192,1619.8,155,-470.033,1209,7666.70,100,5510.04,121,8069.14,7,174940777.308,1295,-55165.582,1207,
71,106,Lu,5.3815,305,0, ,7/2+, ,6.647,4,d,574300,350,B-,100, , , , , , , , ,2.2384, ,3.389, ,496.81,791,-5878.80,88,1447.34,5,-1397.409,124,7072.89,16,6181.46,122,8053.448,7,176943763.668,1310,-52383.806,1220,
71,108,Lu,5.3917,307,0, ,7/2+, ,4.59,6,h,16520,220,B-,100, , , , , , , , ,2.375, ,3.32, ,1403.989,5067,-4695.00,5,826.72,50,-2521.918,196,6792.45,5,6652.41,11,8035.073,29,178947333.082,5528,-49058.918,5150,
71,110,Lu,,,0, ,(7/2+), ,3.5,3,m,210,18,B-,100, , , , , , , , , , , , ,2605.421,125760,-3089.38,126,247,324,-3709.41,323,6192.38,144,7486,324,8011.929,695,180951908,135000,-44797.410,125752,
71,112,Lu,,,0, ,(7/2+), ,58,4,s,58,4,B-,100, , , , , , , , , , , , ,3566.687,85553,-1737.92,80,-541,509,-4616.11,409,5907,211,8185,408,7984.812,438,182957363,86000,-39716.110,80108,
71,114,Lu,,,0, , ,GT,160, ,ns,0.00000016, ,B-, , , , , , , , , , , , , ,4432,305,-460,301,-1142,667,-5388.0,585,5547,422,8637,585,7954,2,184963620,320,-33888,298,
71,116,Lu,,,0, , ,GT,160, ,ns,0.00000016, ,B-N, , ,B-, , , , , , , , , , ,5237,499,773,404,,,,,5441,566,,,7922,2,186970392,430,-27580,401,
72,79,Hf,,,0, , , , , , , , , , , , , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
72,81,Hf,,,0, , ,GT,60, ,ns,0.00000006, , , , , , , , , , , , , , , ,,,,,3473,424,11072.844,335,,,1167,358,7882,2,152970692,322,-27300,300,
72,83,Hf,,,0, , , ,0.89,12,s,0.89,0.12,EC+B+,100, , , , , , , , , , , , ,-10242,423,,,4947,423,8375.047,299,9571,423,1744,357,7928,2,154963317,320,-34170,298,
72,85,Hf,,,0, ,(7/2-), ,115,1,ms,0.115,0.001,A,94,4,EC+B+,14,9, , , , , , , , ,-9310,247,-21113,357,5880.01,3,7537.523,196,9158,246,2493,203,7960,1,156958236,210,-38903,196,
72,87,Hf,,,0, ,7/2-, ,5.6,4,s,5.6,0.4,EC+B+,65,7,A,35,7, , , , , , , , ,-8413.452,25891,-19757,197,5225.09,267,6856.004,41,8821.53,24,2929.38,23,7986.56,106,158953995.838,18049,-42852.600,16813,
72,89,Hf,,,0, ,(7/2-), ,18.4,4,s,18.4,0.4,EC+B+,99.87, ,A,0.13, , , , , , , , , ,-7535.674,33097,-18562.29,59,4682.31,24,6247.672,36,8447.05,24,3333.71,61,8009.117,140,160950279.151,24209,-46314.672,22551,
72,91,Hf,,,0, ,(5/2-), ,40.0,6,s,40,0.6,EC+B+,100, ,A,0.0001, , , , , , , , , ,-6729.054,45416,-17554.81,58,4150.01,31,5527.727,37,8165.99,26,3720.90,79,8027.972,152,162947113.258,26599,-49263.682,24778,
72,93,Hf,,,0, ,(5/2-), ,76,4,s,76,4,EC+B+,100, , , , , , , , , , , , ,-5787.655,31195,-16424.02,40,3778.98,32,4806.735,39,7888.32,32,4282.11,40,8042.872,169,164944567,30000,-51635.507,27945,
72,95,Hf,,,0, ,(5/2)-, ,2.05,5,m,123,3,EC+B+,100, , , , , , , , , , , , ,-5116.697,39520,-15441.30,40,3406.42,32,4033.369,42,7680.09,40,4735.75,41,8054.184,167,166942600,30000,-53467.756,27945,
72,97,Hf,,,0, ,5/2-, ,3.24,4,m,194.4,2.4,EC+B+,100, , , , , , , , , , , , ,-4426.46,39520,-14394.30,40,3153.58,39,3367.674,28,7427.65,40,4938.01,48,8061.778,165,168941259,30000,-54716.889,27945,
72,99,Hf,5.3041,49,0, ,7/2(+), ,12.1,4,h,43560,1440,EC+B+,100, , , , , , , , ,-0.674, ,3.463, ,-3711.072,40184,-13365.00,40,2734.32,29,2397.05,29,7248.81,40,5414.09,33,8066.068,169,170940492,31000,-55431.345,28876,
72,101,Hf,5.3140,38,0, ,1/2-, ,23.6,1,h,84960,360,EC+B+,100, , , , , , , , , , , , ,-3015.246,39520,-12153.12,40,2540.86,28,1469.132,28,7080.88,37,5964.77,28,8066.016,162,172940513,30000,-55411.784,27945,
72,103,Hf,5.3191,36,0, ,5/2(-), ,70,2,d,6048000,172800,EC,100, , , , , , , , ,-0.539, ,2.8, ,-2073.015,28038,-10812.21,28,2400.23,227,683.92,258,6708.50,38,6200.44,219,8060.761,13,174941511.527,2449,-54481.662,2282,
72,105,Hf,5.3309,31,0, ,7/2-, ,STABLE, , , , , , , , , , , , , , , , , , ,-1166,3000,-9586.56,31,2245.69,141,-496.81,186,6375.61,102,6787.35,80,8051.835,8,176943230.32,1511,-52880.616,1408,
72,107,Hf,5.3408,31,0, ,9/2+, ,STABLE, , , , , , , , , , , , , , ,-0.6409, ,3.79, ,-105.584,409,-7936,52,1807.73,141,-1403.989,5,6098.99,8,7414.09,204,8038.546,8,178945825.838,1517,-50462.907,1413,
72,109,Hf,,,0, ,1/2-, ,42.39,6,d,3662500,5180,B-,100, , , , , , , , , , , , ,1035.48,1834,-6541.27,227,1158.65,144,-2605.421,126,5694.80,7,8015.45,71,8022.002,8,180949110.965,1524,-47402.831,1420,
72,111,Hf,,,0, ,(3/2-), ,1.018,2,h,3665,7,B-,100, , , , , , , , , , , , ,2010,30000,-4924.18,30,830,198,-3566.686,86,5304.61,31,8692,198,8000.027,164,182953534.004,32241,-43282.796,30034,
72,113,Hf,,,0, , , ,3.5,6,m,210,36,B-,100, , , , , , , , , , , , ,3074.492,65815,-3551.74,69,343,305,-4431.8,305,4891.74,76,9197,305,7973.97,347,184958862,69000,-38319.800,64272,
72,115,Hf,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,4079,303,-2280,304,-142,499,-5237.0,500,4464,302,9895,499,7946,2,186964770,320,-32817,298,
72,117,Hf,,,0, , , , , , , , ,B-,100, , , , , , , , , , , , ,4667,357,-1622,303,-1087,585,,,4355,422,10661,585,7917,2,188970840,320,-27162,298,
73,82,Ta,,,0, ,11/2-, ,2.9,+15-11,ms,0.0029, ,P,100, , , , , , , , , , , , ,,,,,3755,424,10242.0,423,,,-1453.00,15,7857,2,154974312,322,-23928,300,
73,84,Ta,,,0, ,1/2+, ,10.1,4,ms,0.0101,0.0004,A,96.6,1.2,P,3.4,1.2, , , , , , , , ,-10123,427,,,6354.6,6,9309.67,247,11803,334,-934.60,10,7896.043,956,156968230.251,161105,-29593.330,150069,
